遷	襾: cover; place on top of; west radical variant (no. 146)<br>大: large; big<br>己: self; snake; serpent<br>辶: walk; walking; road radical variant (no. 162)	transition	Since the days of the Old West, traveling has transitioned from trying not to step on big snakes to driving on big roads.	The west has gone through quite a transition, gone are the days when dogs and snakes roamed the desert, it´s all roads and casinos now.
拙	手: hand<br>出: exit; leave; go out; come out; put out; protrude	bungling	With fingers fumbling around trying to get the key in the door so he could exit, the bungling husband woke his wife as he tried to leave for a rendezvous with his mistress.	Horror movie cliche 769: Bungling victim´s fingers fumble & bungle trying to open the exit door.
侍	人: person<br>寺: Buddhist temple	waiter	Mr. T infiltrates the secret samurai Buddhist temple as a waiter with a tray of green tea. (Careful: attend (#960)).	Remember the kanji for wait, 待. Well, now we have a waiter, and he´s dropped a dish. See: 侍! 待 crash 侍.
峠	山: mountain<br>上: above; up<br>下: below; down; descend; give; low; inferior	mountain peak	Heisig mentions at kanjiclinic.com that he wishes he´d chosen mountain pass for this keyword as it´s closer to what the word means. If we do this, the kanji makes complete sense because a mountain pass is just below the mountain top.	"To the north of Lorien lies the Misty Mountains, and below their towering peaks are the Mines of Moria. The Fellowship of the Ring first tried for the MOUNTAIN PASS that goes above, but were halted by the wizardry of Saruman at Caradhras, and so are forced to take the MOUNTAIN PASS that goes below, through the mountain - a path long feared by Gandalf for the ancient evil that lurks there. Note : the kanji does in fact refer to a ""mountain pass""."
篤	竹: bamboo<br>馬: horse	fervent	A fervent horse doesnt need to be whipped with a bamboo stick during a race, it will go fast by itself.	A fervent history otaku rebuild the the Trojan Horse. But since he was Japanese, he used bamboo instead of normal wood.
渇	水: water<br>曷: why; how; when	thirst	You awaken from your siesta because you feel extremely thirsty so you go looking for some water.	The muchacho taking his SIESTA cries out that he is THIRSTY. So you pull out a bottle of WATER and pretend you´re going to give it to him...but then you dump it all on the ground before his eyes. HAHA, sucked in muchacho!!
叔	上: above; up<br>小: little; small<br>又: or again; furthermore; on the other hand	uncle	Oh come on people - say what we´ve all been thinking: the uncle is that creepy guy towering above a little one´s crotch.	Four straight kanji here with 叔 in it, so let´s make one story: Your UNCLE was full of loneliness (#720) (寂), and he lived by himself. He was naturally graceful (#721) (淑) in the water, and you knew he was once on the Olympic synchronized swimming team). You knew that there was something different about him, but you joined his youth team and he watched over you carefully as coach (#719) (督). It was uncomfortable, though, how your uncle (#718) often touched you just a little above the crotch (叔) when coaching...
雌	此: this; current; next; coming; last; past<br>隹: bird; old bird radical (no. 172)	feminine	Stop | spooning | turkeys. Spoon females.	To become feminine you must stop using a spoon to eat turkey and use a knife and fork like a proper lady.
堪	土: soil; earth; ground; Turkey<br>甚: tremendously; very; great; exceedingly	withstand	Because I hid myself behind a huge dirt barrier I dug, I was able to withstand the tremendous nuclear blast.	Plain old soil can withstand tremendous amounts of pressure.
叙	余: too much; myself; surplus; other; remainder<br>又: or again; furthermore; on the other hand	confer	Amazed at the weight of his crotch, they conferred every honor upon him. (Image: guy with his junk on a scale getting a medal pinned to his chest/around his neck/being knighted, etc.).	If there is such a thing as too much crotch, the guy who gets that much should have an honor conferred upon him.
酢	酉: west; bird; sign of the bird; 5-7PM; tenth sign of Chinese zodiac; sake radical (no. 164)<br>乍: though; notwithstanding; while; during; both; all	vinegar	Drinking alcohol that´s turned to vinegar feels like a saw going down your throat.	I spent ages sawing that whiskey bottle open, but when I got in, it had all turned to vinegar!
吟	口: mouth<br>今: now	versify	Versify this kanji as follows: Hickery dickery dock, the mouth ran by the clock.	To versify, words of rhythm needs to shoot out of your MOUTH with a CLOCK-like regularity.
逓	乕: tiger; brave; fierce; surname<br>辶: walk; walking; road radical variant (no. 162)	parcel post	Picture a crude drag-sled - in this case, made from cornstalks that have been belted together - filled with parcels, that the postman drags along behind him down the road along his delivery route.	(I prefer 2 towels over cornstalk and belt) - Have you ever wondered why your parcels always end up in such bad condition when you get them? Or why you never get them at all? That´s because you´ve never looked at how they´re actually delivered - each postman is given a load of parcel post and 2 towels to drag them down the road on.
甚	甘: sweet; coax; pamper; be content; sugary<br>匹: equal; head; counter for small animals; roll of cloth	tremendously	It´s a tremendous match between the two chess-players. They are clearly eachother´s equal.	These two bushel baskets are tremendously huge. But not only they are huge, they are also perfectly equal in size.
崇	山: mountain<br>宗: religion; sect; denomination; main point; origin; essence	adore	In ancient Greece, it was the religion of the time to adore the gods who live on Mount Olympus.	I would adore the religious people if they just went and threw themselves off a mountain top.
漆	水: water<br>桼: None	lacquer	LACQUER is a type of WATERY type of liquid used to protect items made from TREES, sort of an UMBRELLA of protection. So protective, you can carry around RICE in the LACQUERED, WOODEN product.	Water is falling from a tree onto the umbrella underneath which is protecting the rice underneath it. But it´s completely dry since the umbrella is lacquered.
岬	山: mountain<br>甲: armor; high (voice); A grade; first class; former; instep; carapace	headland	A headland is a mountain that is firmly rooted despite being surrounded on 3 sides by water. (Just like your head is a mountain surrounded by air on 3 sides, a headland!).	Headlands are natural forts; in fact, once men build castles on them, they become armoured mountains. (Gibralter, for example, is basically an armoured mountain).
癖	疒: trailing sickness; sick radical (no. 104)<br>辟: false; punish; crime; law	mannerism	Caveman has a bad mannerism of putting ketchup on everything he eats. I guess that´s ok since raw mammoth can´t be too good...	This mannerism is a sickness of the modern generation. It was only recently that we started putting ketchup on everything.
愉	心: heart; mind; spirit; heart radical (no. 61)<br>兪: steal	pleasure	At the meeting of butchers, in their narrow state of mind, they throw lame jokes around like, ´Oh hello, it´s a pleasure to meat you´, and find this rather pleasing.	Image : Data attending a meeting of the butchers union. As a joke to begin his speech he says, ´Its a pleasure to MEAT you all.´ (thanx to Shibo & nestOr).
礁	石: stone<br>焦: char; hurry; impatient; irritate; burn; scorch; singe	reef	Coral reefs are now dying off due to our abuse of the environment and now look like charred stone. For a picture illustrating this, see http://www.nacri.org/images/Hof-dredgingfig8.jpg.	"Reefs are often formed from volcanic rock, or ""rock that has been charred""."
屯	丿: katakana no radical (no. 4)<br>屮: left hand; old grass radical (no. 45)	barracks	The game characters from Worms sleep in their barracks at night.	Earthworm jim sleeps in a barracks because he is a soldier... apparently.
姻	女: woman; female<br>因: cause; factor; be associated with; depend on; be limited to	matrimony	Matrimony is the state in which the woman has got you pent in like a dog so that you cannot go after other bitches.	When the woman gets angry, she treats her man like a pent in dog (i.e., puts him in the doghouse). It´s a perfect metaphor for the state of matrimony.
擬	手: hand<br>疑: doubt; distrust; be suspicious; question	mimic	Ask a MIMIC to give an impression of DOUBT, and he will no DOUBT scratch his head with his FINGER.	I doubt you can mimic all these animals with just your fingers: http://www.google.com/search?q=%22Raymond+Crowe%22+Letterman (shadow puppets -- you´ll love it!).
塀	土: soil; earth; ground; Turkey<br>屏: wall; fence	fence	[fence; wall; (kokuji)] A fence separates one soil from the other. On a large scale, large pieces of soils in the world have a virtual fence called nation. Picture a world map where all countries have their soil with one color, their national flag as the legend and a fence on the borders... don´t you think it looks like a giant puzzle?	"Why the Earth has to be fenced off and flags used to represent each ""country"" is a puzzle to me - we´re all just monkeys on a big rock spinning round the Sun!"
唇	辰: sign of the dragon; 7-9AM; fifth sign of Chinese zodiac; shin dragon radical (no. 161)<br>口: mouth	lips	Sign of the Dragon + Mouth: Lips need chapstick during the wintertime so they don't look like the sign of the dragon who kissed you on the mouth.	As I approached her lips, I began to sense the sign of the dragon breath coming from her mouth, and I almost fainted.
睦	目: eye; class; look; insight; experience; care; favor<br>土: soil; earth; ground; Turkey<br>八: eight; eight radical (no. 12)<br>土: soil; earth; ground; Turkey	intimate	The farmer was never very intimate with his wife. He always kept his eye on his precious rice seedlings in the soil.	I keep an intimate relationship with my rice seedlings -- I never take my eye from the soil.
閑	門: gate; counter for cannons<br>木: tree; wood	leisure	Imagine the gates the Garden of Eden, the ultimate land of leisure. You´re not allowed in, but if you peek through you can see trees.	Imagine Leisure Suit Larry walking through the saloon doors with wood in his pants, hoping to get lucky.
幽	山: mountain<br>幺: short thread radical (no. 52)<br>幺: short thread radical (no. 52)	faint	The villagers haven´t the faintest idea that giant coccoons resting in the mountain are soon to hatch.	Frodo and Sam fainted in the mountains and the spider wrapped them in cacoons.
曹	曲: bend; music; melody; composition; pleasure; injustice; fault; curve; crooked; perverse; lean<br>日: day; sun; Japan; counter for days	cadet	A space cadet eager to make one bend around the sun. (a dangerous maneuver).	Bender lasted just one day in the space cadets.
詠	言: say<br>永: eternity; long; lengthy	recitation	Listening to the words in a recitation of Vogon poetry is worse than spending an eternity in hell. [Note: I assume those 2 reports are to warn against possible confusion with poem (#346) but how can you confuse Vogon poetry with an actual poem? Anyway, it´s the next frame, so it should be easy to keep them straight... Or maybe there´s a kanji for Vogon in RTK3?].	If you study some words for a recitation, there is a good chance they will be stuck in your memory for all eternity.
卑	丿: katakana no radical (no. 4)<br>田: rice field; rice paddy<br>丿: katakana no radical (no. 4)<br>十: ten	lowly	Lowly people only have a drop of brains and use nothing but 4-letter words.	A LOWLY single rice grain, DROPPED in an empty FIELD, can produce a CORNUCOPIA of food.
侮	人: person<br>毎: every	scorn	Mr. T has scorn for every fool.	People full of scorn tend to hate every person (including themselves).
鋳	金: gold<br>寿: longevity; congratulations; one's natural life	casting	We take a casting because metal will have much greater longevity than the original.	They made a metal casting of the Chinese man who glued shrubs to himself to increase his longevity. It´s now sold around the world as it´s thought that having one will increase your own longevity..
抹	手: hand<br>末: end; close; tip; powder; posterity	rub	"I like to RUB my FINGERS over my EXTREMITIES ....like my extremity-ly long, umm, hair.... This has been edited in response to being reported ...you can change ""hair"" to whatever extremity-ly long body part you like."	When you´re cold, your RUB your FINGERS over your EXTREMITIES vigorously to warm up a bit. I´d still rather go in for a warm fire and some hot cocoa, though.
尉	尸: corpse; remains; flag radical (no. 44)<br>示: show; indicate; point out; express; display<br>寸: measurement; foot/10	military officer	Of course it had to be the military officer´s idea to glue a national flag to the altar he´s stationed at.	Perhaps you have heard about Koizumis controversial visits at the Yasukuni war memorial shrine. It is the japanese flag waving above a small stone altar. A military officer keeps watch here night and day, to honor the dead war heroes, as if he is glued to the ground.
隷	士: gentleman; samurai; samurai radical (no. 33)<br>示: show; indicate; point out; express; display<br>隶: extend; give; cast; slave radical (no. 171)	slave	In an attempt to free them from being slaves to their desires, the samurai stands behind the altar likening a clear mind to a sieve that lets only the purest thoughts through.	Careful: retainer (#848). Think of slave in the virtual sense (a slave to your passions). The samurai is standing on the altar lecturing about goodwill (see goodwill (#1097)). He notices the boredom of most of the crowd. However some audience members are attentive about the message of goodwill. The samurai views his sermon as a sieve of character: those of good character pass through and see the merit; those of poor character - slaves to their passions - are blocked from understanding.
禍	示: show; indicate; point out; express; display<br>咼: crooked mouth; evil; dishonest	calamity	Continued from auspicious (#1088). Once a year, the people pray for a sign from the gods. But if the gods are feeling particularly mischievous, they´ll send down a jawbone to the altar. The people see this as a sign of calamity to come. The gods think of it as an amusing prank.	Calamity Jane went to the altar to confess her sins and the priest´s jawbone fell to the floor...
酪	酉: west; bird; sign of the bird; 5-7PM; tenth sign of Chinese zodiac; sake radical (no. 164)<br>各: each; every; either	dairy products	"Imagine if at each supermarket you went to, the section for dairy products was next to the alcohol aisle. so for each wheel of cheese you decide to buy, you get an accompanying bottle of wine...perfect for a ""wine & cheese"" party. :)."	In an attempt to increase sales of dairy products, the grocery store is giving away a free miniature whiskey bottle with each dairy product you buy.
茎	艸: grass; plants; grass radical (no. 140)<br>圣: holy; sacred	stalk	"Suggestion: Replace ""spool"" with ""toilet paper/roll"". Reasons: (1) Toilet paper/roll usually comes on a spool. (2) Toilet paper is used to clean the soil off your crotch. Story: Just get a flower and carefully wrap some toilet paper around its stalk. Spool also appears in suspicious (#716), lightly (#717), diameter (#882), sutra (#1360)."	PRIMITIVE: soiled crotch = soiled underwear. To precent anyone from picking the beautiful flower, the gardner hung soiled underwear on the stalk.
帥	丿: katakana no radical (no. 4)<br>巾: towel; hanging scroll; width; cloth radical (no. 50)	commander	The COMMANDER is a military MAESTRO who never throws in the TOWEL.	The greatest of them all; Commander James Bond, 007. Here he is the maestro of undressing women, removing the towel from some bond girl. Of course the towel symbolises her last vestige of resistance.
逝	折: fold; break; fracture; bend; yield; submit<br>辶: walk; walking; road radical variant (no. 162)	departed	One of the dearest of Japan´s dearly departed is Sasaki Sadako, who developed Leukemia after the bombing of Hiroshima, and became famous for folding more than a thousand paper cranes, never giving up hope. To this day, people in Hiroshima still fold origami cranes in her memory. For this character, let us imagine a parade in her honor, the entire road lined with folded cranes.	The BIG ONE hits Tokyo. You see a news report of the recently departed victims who died when the roads folded (from the earthquake).
匿	匚: box-on-side enclosure radical (no. 22)<br>若: young; if; perhaps; possibly; low number; immature	hide	Young kids likes to hide in cardboard boxes. (Primitive: CARDBOARD BOX, especially kids playing with them.).	Note that stroke order with box primitive is as follows: first horizontal line, then enclosed element, and then a hook (it´s incorrect in 4th edition).
襟	衣: garment; clothes; dressing<br>禁: prohibition; ban; forbid	collar	A collar is the part of your cloak that, if tightened too tight, will prohibit breathing.	Collars are prohibited from wizarding cloaks. Blood purists say they´re too muggle.
蛍	小: small, insignificant<br>冖: wa-shaped crown radical (no. 14)<br>虫: insect; bug; temper	lightning bug	Bugs have to go to school to learn how to become lightning bugs. Only the brightest bugs graduate to become lightning bugs.	Q: Who´s the smartest insect in school? A: The lightning-bug. Because he´s so bright! (Image: lightning bug in school with glasses, pocket protector, etc. Maybe even have some cool kids teasing him).
寡	宀: shaped crown; katakana u radical (no. 40)<br>自: oneself<br>分: part; minute of time; segment; share; degree; one's lot; duty; understand; know; rate; 1%; chances; shaku/100	widow	The new widow sits in the house, her head in her lap (the extended stroke), her dagger in her husband.	The house´s head, her husband, was murdered with a dagger. You can still see the drops of blood above the dagger. She is now a widow.
痢	疒: trailing sickness; sick radical (no. 104)<br>利: profit; advantage; benefit	diarrhea	For a country full of pay-per-use public toilets, sudden diarrhea is certainly the most profitable sickness!	Caveman doesn´t have any skills, so he sells his diarrhea as chili to peasant wheat farmers for an amazing profit.
庸	广: dotted cliff radical (no. 53)<br>彑: pig's head radical variant (no. 58)<br>用: utilize; business; service; use; employ	comfortable	To live a comfortable life, single men need only a cave for living, a rake for cleaning and a screwdriver for fixing.	When I first moved in to my new cave, all I had was a bed (see bed (#592)). But now I´ve settled in, got myself a few handy things like a rake and a screwdriver, and made myself more comfortable.
坑	土: soil; earth; ground; Turkey<br>亢: high spirits	pit	A whirlwind digs a hole in the ground throwing out lots of dirt until it ends up with a giant pit.	Tazmanian Devil whirlwinds a pit into the soil. Note: Take care difference between pit and rut.
藍	艸: grass; plants; grass radical (no. 140)<br>監: oversee; official; govt office; rule; administer	indigo	Indigo flowers have to be overseen because they are often picked for their beauty.	"Traditionally, 青 blue (#1534) could be used to describe blue OR green. However, two kanji that describe the hues specifically are 藍 and 緑. This kanji is the ""blue"" counterpart of green (#1371). Story: The overseer, master of the slaves, wore a cloak dyed with indigo, and flowers in his hair."
賊	貝: shellfish<br>戎: warrior; arms; barbarian; Ainu	burglar	Burglars... those guys!!! Burglars only want money (clams) so that they can get needles (drugs) and party (fiesta)!	After the fiesta, we found out that some burglar had stolen our money, probably breaking in with a lockpick needle...
搾	手: hand<br>窄: narrow; fold; furl; shrug; pucker; shut; close	squeeze	You have trouble squeezing your hand through the hole so you use a saw to enlarge it.	(Thanks DrJones) You squeeze the teats of the cow with your fingers but it´s your first try and you don´t have any milk come through the holes, so you take a saw and cut the teats to make bigger holes. Poor cow, this story squeezes my heart.
畔	田: rice field; rice paddy<br>半: half; middle; odd number; semi-; part-	paddy ridge	A PADDY-RIDGE divides the RICE FIELD in HALF.	Think about a large rice field as a big square. Then you draw a line down the middle, halving it into two. Then you draw a line across the middle, halving it again into four... These halvings are paddy-ridges that separate the rice field into separate sections. I dunno the reason why, but that´s how it´s done.
唄	口: mouth<br>貝: shellfish	pop song	The new generation of pop songs have no depth. They just mouth empty lyrics to get money. Not like the pop songs of my day.	A new way for sluts to use their mouths to make alot of money.
孔	子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac<br>乙: the latter; duplicate; strange; witty; fishhook radical (no. 5)	cavity	The child´s arms flailed around at the sight of the hooked tool the dentist was going to use to fill his cavity.	I warned him about cavities, but the child is still hooked on sweets.
呂	口: mouth<br>丿: katakana no radical (no. 4)<br>口: mouth	spine	Spine connects head and body.	The spine goes from one opening mouth/opening (mouth/face) to another mouth/opening (genitals). Just think of these openings being enlarged to represent the head and the body. The bottom is bigger because the body is bigger than the face.
拷	手: hand<br>考: consider; think over	torture	In Torture 101 class they teach you to Consider the Fingers as the first part to inflict pain to. Then you can move on to other parts (like feet, groin, head, etc. etc. ; ) ).	"Aaaargh, stop! cries the victim of torture, his fingers being squeezed by the thumb screws. ""I´ll consider it,"" the torturer says coolly, ""if you tell me the names of all the agents in your organization.""."
嬢	女: woman; female<br>襄: rise; raise	lass	"Conversation at a party: A: ""Who is that lass?"" B: ""Which one?"" A: ""The woman wearing the grass skirt."" B: ""Alas, I don´t know""."	"Two Irishmen visit Hawaii and see a woman wearing a grass skirt and nothing else. ""That´s some lassie,"" says one to the other. ""But alass Danny Boy, you can´t be bringing her home.""."
渓	水: water<br>奚: servant; what; why	mountain stream	The Simpsons are on vacation. Homer stops to take a leak in a mountain stream but gets snatched by an eagle. Hear his scream?	A husband who went fishing at the mountain stream to feed his family, fell in the rapids (we´ll assume this is a large mountain stream). He is saved from the waters by a great eagle. He comes back home with nothing to feed the family, his clothes still dripping wet as he tells his wife of how he was saved by a great eagle, and of course she does not believe him. The story continues in chicken (#1947).
翁	公: public; prince; official; governmental<br>羽: feathers; counter for birds, rabbits	venerable old man	The venerable old man is the public figure head of the Native American Village, answering all questions and solving all problems. The higher in rank you get in this tribe, the more feathers decorate you. Imagine this old man covered in beautiful feathers.	The venerable old man is using the public restroom in the park where he feeds the pigeons. But, alas, there is no toilet paper! So, he´s caught a pigeon and is using it to wipe his bottom. (note the feathers on the bottom of the kanji, this helps remember placement). Can you see the feathers flying everywhere?
廉	广: dotted cliff radical (no. 53)<br>兼: concurrently; and	bargain	"Stores don´t want you to know it, but if you find the secret cave, they run bargains there concurrently to their regular prices. (Image: pulling a certain level in a store to find the ""bargain cave)."	If you have several sellers competing concurrently, one will cave in and give you a bargain…
謹	言: say	discreet	Muttering words of gratitude for a wonderful meal, I discreetly slipped my cabbage under the table for the dog.	Cabbage primitive: When a cabbage is growing up, you must put it in your mouth before it flowers, because that´s when it becomes bitter. Seriously, it´s called ´bolting´ or something. When you´re discreet, you try to make your words like a cabbage: well-layered, but in an unassuming way.
瞳	目: eye; class; look; insight; experience; care; favor<br>童: juvenile; child	pupil	In Japanese comics, the eye´s of juvenilles all have enormouse pupils.	WARNING: This kanji only means the pupil of the eye. It can be confusing to use a story that has pupil meaning student in it.
湧	水: water<br>勇: courage; cheer up; be in high spirits; bravery; heroism	bubble up	The courageous man who went into the water to save a drowning victim couldn´t be seen, except by the air that bubbled up.	Bubble up the WATER and see who has the COURAGE to jump into it.
窯	穴: hole; aperture; slit; cave; den<br>羔: lamb	kiln	Be sure to put a hole in that ceramic sheep before you put it over the fire. Otherwise, it´ll just explode in the kiln. (If you´ve never done ceramics before, it´s important that the object have a hole in it, or this really will happen.).	You put the sheep in the hole of the kiln and turn on the flames.
褒	衣: garment; clothes; dressing<br>保: protect; guarantee; keep; preserve; sustain; support	praise	Mr. T is praised for his protecting of the trees by being given a top hat and scarf which he wears over his mohawk and chains, respectively.	"An old lady puts a top hat and scarf on her poodle and praises him for how cute he is. The dog thinks, ""Someone protect me from this psycho!""..."
醜	酉: west; bird; sign of the bird; 5-7PM; tenth sign of Chinese zodiac; sake radical (no. 164)<br>鬼: ghost; devil	ugly	The ugly oni can´t get a date so he drinks sake by himself at the bar.	Drinking too much whisky can make you as ugly as an oni.
升	丿: katakana no radical (no. 4)<br>廾: twenty; 20; twenty or letter H radical (no. 55)	measuring box	It is a thousand or ten? I need my measuring box.	I can fit a thousand needles into my measuring box, but only if I bend the thousand.
殉	歹: bare bone; bad; wrong; death radical (n. 78)<br>旬: decameron; 10-day period; season (for specific products)	martyrdom	Think of the early Christian martyrs who suffered martyrdom because of their faith. See them held in cells for 10 days (a decameron) before being fed to the lions. They appear before the chanting Roman crowds as bones to be devoured. Think of what was leftover after the lions finished them off....nothing, not even a pile of bones to bury.	The boney man martyred himself during his 10 day hunger-strike.
煩	火: fire<br>頁: page; leaf	anxiety	An anxiety feels like FIRE in the HEAD.	"Many performers get ""Michael Jackson anxiety"" wherein they fear their head will catch on fire."
劾	亥: sign of the hog; 9-11PM; twelfth sign of the Chinese zodiac<br>力: power; strength; strong; strain; bear up; exert	censure	"Censure is the political equivalent of a ""strongly worded letter,"" according to Cornell's School of Law. It is a flex of muscle by congress against the current president, but it is a very weak one. Imagine censure as congress flexing as hard as it can, only to have a little acorn-sized bump of muscle pop up suddenly."	Acorn Power is the people´s way to CENSURE a congressman you don´t agree with. Pelt your Senator with acorns today.
堕	陏: melon; wrap<br>土: soil; earth; ground; Turkey	degenerate	"Any attempt to possess the pinnacle will degenerate into a land (""ground"") war."	A degenerate doctor at The Pinnacle is doing illegal abortions. He´s so sick he just throws the aborted fetuses onto the ground far below. And like a possess demon, he keeps some tied to his side on a belt as trophies.
租	禾: 2-branch tree radical (no. 115)<br>且: moreover; also; furthermore	tariff	The EU and US impose such high tariffs on food imports that third world wheat (the most basic of staples) never reaches first world supermarket shelves.	According to Henshall, this kanji originally represented the harvested rice (the wheat primitive) that farmers paid as a tithe. Its meaning today would seem to be very similar. Imagine the farmer putting aside some of his harvested wheat on a shelf in order to pay the tariff to his lord.
桟	木: tree; wood<br>戔: damage; remain; slight	scaffold	Japanese festival floats are often so tall they need wood scaffolds to be completed. (http://www.japan-guide.com/e/e5909.html).	You need a SCAFFOLD made of WOOD to build a FLOAT if it will be several stories high.
婿	女: woman; female<br>胥: together; mutual; subordinate official	bridegroom	The virgin bridegroom tries to understand the new, mysterious part of his woman´s body - but with little success. It´s a zoo down there! (primitives placement: the part of the body is ´down there´ - the woman is ´left´ unsatisfied).	The only reason anyone talks about a bridegroom is if they´re about to or have just gotten married. Of course, then you have to go on your honeymoon. So you take your woman to the zoo for a month. Pretty cool honeymoon.
慕	莫: must not; do not; be not<br>心: heart; mind; spirit; heart radical (no. 61)	pining	Pining, yearn for... etc. Presumably for lost love. An easy one here, someone standing in the graveyard, placing an old valentine card amonst all the existing tributes.	Morticia and Gomez (of the “Addams Family”) are spending their Valentine´s Day at the graveyard, pining for each other´s affection.
罷	网: net; net or net crown radical (no. 122)<br>能: ability; talent; skill; capacity	quit	Hey, screw you! Don´t you look down on me! I have the ability to quit anytime I want!	My eye doesn´t seem to have the ability to quit staring at her...
矯	矢: dart; arrow<br>喬: high; boasting	rectify	Angels have now been given a powerful tool to rectify human behavior instantly, without delay - they have been allowed to drop darts on those who misbehave... spare the dart and spoil the man...	The darts of the angel Cupid are supposed to bring people joy, but usually just make things a lot worse. Here we see another angel flying around shooting people with the anti-darts (antidote), to rectify the situation.
某	甘: sweet; coax; pamper; be content; sugary<br>木: tree; wood	so-and-so	I had the same idea as fuabrisu. A generic person is described here as having body sort of like a tree trunk and head sort of like a wicker basket.	Two girls with a lollipop in a tree gossiping´ so-and so did this.´ ´really? so-and what did she do´ ´ o she is sooo wrong..´.
囚	囗: box or enclosure radical (no. 31); box<br>人: person	captured	A person pent in is obviously captured. Imagine a man put inside a wooden box, his evil capturers waiting for ransom money.	Mr. T can´t be captured. This kanji is lying.
虹	虫: insect; bug; temper<br>工: craft; construction; katakana e radical (no. 48)	rainbow	Little is it known that a rainbow is actually created by insects of different colours flying in formation, a craft they have perfected to create the rainbows we see today.	Rainbow is of course created by billions of colored insects (what? you really thought it was an optical illusion?). However I had problems remembering that the insect primitive goes on the left. If you have similar difficulties, try this: rainbow is an Insect-Craft. Mnemonic: I.C. Rainbow (I see rainbow).
泌	水: water<br>必: invariably; certain; inevitable	ooze	Anything full of water will invariably begin to ooze.	When you pierce a heart with a stake, it invariably oozes blood.
漸	水: water<br>斬: beheading; kill; murder	steadily	I imagine firemen working steadily to rescue a man from a crashed car. First, they spray it with water; then, they use an axe to break through the window.	Water + Car + Axe: The steadily rising water was filling the car, but the firefighters took their axe and broke the window, getting me out.
蚊	虫: insect; bug; temper<br>文: sentence; literature; style; art; decoration; figures; plan; literary radical (no. 67)	mosquito	The mosquito (an insect) knows only one sentence: Bzzzzz.	Mosquitoes are the insect who love Scots in plaid kilts because it makes for easy access to the best parts.
厄	厂: wild goose; trailing cliff radical (no. 27)<br>卩: seal radical (no. 26)	unlucky	Seeing some finger prints at the edge of a cliff, I wondered who that unlucky person was.	Sherlock Holmes is very unlucky: he just fell off a cliff while he was looking around for fingerprints.
藻	艸: grass; plants; grass radical (no. 140)<br>澡: wash	seaweed	Goods + wood = paper. You know how nori, ie: seaweed, comes in sheets for putting in your ramen or for your sushi? Well that's because it's water paper! Seaweed is also a sea flower of sorts, so it all just works out.	Let wooden goods = furniture. Then: Walking along the sea shore you see some washed-up furniture with water (waves) splashing against it. From a distance it looks like flowers are growing out the top, but as you get closer you see it is in fact seaweed.
嫡	女: woman; female<br>亠: kettle lid radical (no. 8)<br>冂: upside-down box radical (no. 13)<br>古: old	legitimate wife	Legitmate wifes tend to be women who are antiques in contrast to the young bit of illigitmate fluff on the side.	Your legitimate wife is like an antique bong. Its not your favorite but you still hit it sometimes...
嚇	口: mouth<br>赫: suddenly; brighten; illuminate; light up	upbraid	To upbraid someone, you criticize them in a menacing way. In other words, you jaw at them with your MOUTH until both sides of their face turn RED (hence the double-red).	"Tip: Heisig later names 赫 ""red + red"" as incandescent (#2908). Story: ""So the boss upbraided you, huh?"". ""Yep, his mouth was incandescent."
凸	凵: open box enclosure; open box radical (no. 17)	convex	When I get vexed, I give people the middle finger.	Convex has a convex shape.
韻	音: sound; noise<br>員: employee; member; number; the one in charge	rhyme	What is a RHYME but some SOUND that EMPLOYEES say to get them through work.	"Dr Seuss´s employee finally rebels against him: ""I´m tired of odd sounds all the time, I will not, cannot, speak in RHYME!""."
霜	雨: rain<br>相: inter-; mutual; together; each other; minister of state; councillor; aspect; phase; physiognomy	frost	FROST is kind of an inter-weather, phenomenon, something between rain, snow and freezing temp’s.	The freezing RAIN formed FROST on the TREE right before your EYES. If you want, frost-y then think Frost Tree to get to the mnemonic. SECOND STORY: FROSTY the snowman? It´s RAIN that FROSTS that can then INTER-act with the kids, till he melts of course.
硝	石: stone<br>肖: resemblance	nitrate	That stone has sparks coming out of it! Someone must have poured nitrate acid on it.	"Salpetre is the common name for Nitrate coming from Latin ""sal petrae"" or stone salt. It is also a component of gun powder so including a candle in this kanji can be quite explosive!"
勅	束: bundle; sheaf; ream; tie in bundles; govern; manage; control<br>力: power; strength; strong; strain; bear up; exert	imperial order	This is an imperial order for pizza. To deliver the huge bundle of pizzas to the emperor, the pizza boy needs huge muscles.	Imperial order carries quite a bundle of executive power.
棺	木: tree; wood<br>官: bureaucrat; the government	coffin	The maestro at home was sick of being a bureaucrat, so he got some wood and built himself a coffin and got in.	An excellent use of wood is to make coffins for bureaucrats.
儒	人: person<br>需: demand; request; need	Confucian	"No more Confucian jibba-jabba! I demand you tell me why it´s raining combs!""."	"One day, Mr. T started reading the little proverbs he found in fortune cookies, and with this newfound wisdom he became a Confucian scholar. He was suddenly in high demand as people came from all over to ask for his sage advice, immensely satisfied with suggestions such as, ""You will find happiness with a new love""."
愁	秋: autumn<br>心: heart; mind; spirit; heart radical (no. 61)	distress	In AUTUMN, the farmer´s HEART is in DISTRESS as to if he has enough crops. Even better, the farmer will experience great DISTRESS in his HEART if his WHEAT catches FIRE!	"Here we have distressed (think ""gloomy"") people with ""seasonal mood disorder"" during the autumn season. Hence ""autumn heart"" is distressed (gloomy)."
